Role,Speed,Endpoint 1 Name,Endpoint 1 Type,Endpoint 1 Interface ID,Endpoint 1 Interface Name,Endpoint 1 IP,Endpoint 2 Name,Endpoint 2 Type,Endpoint 2 Interface ID,Endpoint 2 Interface Name,Endpoint 2 IP,Rack
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/9:0,10.0.14.230/31,sys001_001_019,Server,,nic-05,10.0.14.231/31,Rack_01_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/9:1,10.0.14.232/31,sys001_001_020,Server,,nic-05,10.0.14.233/31,Rack_01_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/10:0,10.0.14.234/31,sys001_001_021,Server,,nic-05,10.0.14.235/31,Rack_01_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/10:1,10.0.14.236/31,sys001_001_022,Server,,nic-05,10.0.14.237/31,Rack_01_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/11:0,10.0.14.238/31,sys001_001_023,Server,,nic-05,10.0.14.239/31,Rack_01_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/11:1,10.0.14.240/31,sys001_001_024,Server,,nic-05,10.0.14.241/31,Rack_01_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/12:0,10.0.14.242/31,sys001_001_025,Server,,nic-05,10.0.14.243/31,Rack_02_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/12:1,10.0.14.244/31,sys001_001_026,Server,,nic-05,10.0.14.245/31,Rack_02_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/13:0,10.0.14.246/31,sys001_001_027,Server,,nic-05,10.0.14.247/31,Rack_02_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/13:1,10.0.14.248/31,sys001_001_028,Server,,nic-05,10.0.14.249/31,Rack_02_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/14:0,10.0.14.250/31,sys001_001_029,Server,,nic-05,10.0.14.251/31,Rack_02_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/14:1,10.0.14.252/31,sys001_001_030,Server,,nic-05,10.0.14.253/31,Rack_02_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/15:0,10.0.15.2/31,sys001_001_031,Server,,nic-05,10.0.15.3/31,Rack_02_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/15:1,10.0.15.4/31,sys001_001_032,Server,,nic-05,10.0.15.5/31,Rack_02_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/16:0,10.0.15.6/31,sys001_001_033,Server,,nic-05,10.0.15.7/31,Rack_02_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/16:1,10.0.15.8/31,sys001_001_034,Server,,nic-05,10.0.15.9/31,Rack_02_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/17:0,10.0.15.10/31,sys001_001_035,Server,,nic-05,10.0.15.11/31,Rack_02_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/17:1,10.0.15.12/31,sys001_001_036,Server,,nic-05,10.0.15.13/31,Rack_02_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/18:0,10.0.15.14/31,sys001_001_037,Server,,nic-05,10.0.15.15/31,Rack_03_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/18:1,10.0.15.16/31,sys001_001_038,Server,,nic-05,10.0.15.17/31,Rack_03_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/19:0,10.0.15.18/31,sys001_001_039,Server,,nic-05,10.0.15.19/31,Rack_03_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/19:1,10.0.15.20/31,sys001_001_040,Server,,nic-05,10.0.15.21/31,Rack_03_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/20:0,10.0.15.22/31,sys001_001_041,Server,,nic-05,10.0.15.23/31,Rack_03_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/20:1,10.0.15.24/31,sys001_001_042,Server,,nic-05,10.0.15.25/31,Rack_03_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/21:0,10.0.15.26/31,sys001_001_043,Server,,nic-05,10.0.15.27/31,Rack_03_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/21:1,10.0.15.28/31,sys001_001_044,Server,,nic-05,10.0.15.29/31,Rack_03_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/22:0,10.0.15.30/31,sys001_001_045,Server,,nic-05,10.0.15.31/31,Rack_03_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/22:1,10.0.15.32/31,sys001_001_046,Server,,nic-05,10.0.15.33/31,Rack_03_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/23:0,10.0.15.34/31,sys001_001_047,Server,,nic-05,10.0.15.35/31,Rack_03_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/23:1,10.0.15.36/31,sys001_001_048,Server,,nic-05,10.0.15.37/31,Rack_03_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/24:0,10.0.15.38/31,sys001_001_049,Server,,nic-05,10.0.15.39/31,Rack_04_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/24:1,10.0.15.40/31,sys001_001_050,Server,,nic-05,10.0.15.41/31,Rack_04_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/25:0,10.0.15.42/31,sys001_001_051,Server,,nic-05,10.0.15.43/31,Rack_04_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/25:1,10.0.15.44/31,sys001_001_052,Server,,nic-05,10.0.15.45/31,Rack_04_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/26:0,10.0.15.46/31,sys001_001_053,Server,,nic-05,10.0.15.47/31,Rack_04_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/26:1,10.0.15.48/31,sys001_001_054,Server,,nic-05,10.0.15.49/31,Rack_04_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/27:0,10.0.15.50/31,sys001_001_055,Server,,nic-05,10.0.15.51/31,Rack_04_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/27:1,10.0.15.52/31,sys001_001_056,Server,,nic-05,10.0.15.53/31,Rack_04_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/28:0,10.0.15.54/31,sys001_001_057,Server,,nic-05,10.0.15.55/31,Rack_04_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/28:1,10.0.15.56/31,sys001_001_058,Server,,nic-05,10.0.15.57/31,Rack_04_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/29:0,10.0.15.58/31,sys001_001_059,Server,,nic-05,10.0.15.59/31,Rack_04_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/29:1,10.0.15.60/31,sys001_001_060,Server,,nic-05,10.0.15.61/31,Rack_04_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/30:0,10.0.15.62/31,sys001_001_061,Server,,nic-05,10.0.15.63/31,Rack_05_PoD_01
Leaf to Server,400G,leaf001_001_6,Leaf,,et-0/0/30:1,10.0.15.64/31,sys001_001_062,Server,,nic-05,10.0.15.65/31,Rack_05_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/0:0,10.0.15.66/31,sys001_002_001,Server,,nic-05,10.0.15.67/31,Rack_05_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/0:1,10.0.15.68/31,sys001_002_002,Server,,nic-05,10.0.15.69/31,Rack_05_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/1:0,10.0.15.70/31,sys001_002_003,Server,,nic-05,10.0.15.71/31,Rack_05_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/1:1,10.0.15.72/31,sys001_002_004,Server,,nic-05,10.0.15.73/31,Rack_05_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/2:0,10.0.15.74/31,sys001_002_005,Server,,nic-05,10.0.15.75/31,Rack_05_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/2:1,10.0.15.76/31,sys001_002_006,Server,,nic-05,10.0.15.77/31,Rack_05_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/3:0,10.0.15.78/31,sys001_002_007,Server,,nic-05,10.0.15.79/31,Rack_05_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/3:1,10.0.15.80/31,sys001_002_008,Server,,nic-05,10.0.15.81/31,Rack_05_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/4:0,10.0.15.82/31,sys001_002_009,Server,,nic-05,10.0.15.83/31,Rack_05_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/4:1,10.0.15.84/31,sys001_002_010,Server,,nic-05,10.0.15.85/31,Rack_05_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/5:0,10.0.15.86/31,sys001_002_011,Server,,nic-05,10.0.15.87/31,Rack_06_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/5:1,10.0.15.88/31,sys001_002_012,Server,,nic-05,10.0.15.89/31,Rack_06_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/6:0,10.0.15.90/31,sys001_002_013,Server,,nic-05,10.0.15.91/31,Rack_06_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/6:1,10.0.15.92/31,sys001_002_014,Server,,nic-05,10.0.15.93/31,Rack_06_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/7:0,10.0.15.94/31,sys001_002_015,Server,,nic-05,10.0.15.95/31,Rack_06_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/7:1,10.0.15.96/31,sys001_002_016,Server,,nic-05,10.0.15.97/31,Rack_06_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/8:0,10.0.15.98/31,sys001_002_017,Server,,nic-05,10.0.15.99/31,Rack_06_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/8:1,10.0.15.100/31,sys001_002_018,Server,,nic-05,10.0.15.101/31,Rack_06_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/9:0,10.0.15.102/31,sys001_002_019,Server,,nic-05,10.0.15.103/31,Rack_06_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/9:1,10.0.15.104/31,sys001_002_020,Server,,nic-05,10.0.15.105/31,Rack_06_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/10:0,10.0.15.106/31,sys001_002_021,Server,,nic-05,10.0.15.107/31,Rack_06_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/10:1,10.0.15.108/31,sys001_002_022,Server,,nic-05,10.0.15.109/31,Rack_06_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/11:0,10.0.15.110/31,sys001_002_023,Server,,nic-05,10.0.15.111/31,Rack_07_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/11:1,10.0.15.112/31,sys001_002_024,Server,,nic-05,10.0.15.113/31,Rack_07_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/12:0,10.0.15.114/31,sys001_002_025,Server,,nic-05,10.0.15.115/31,Rack_07_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/12:1,10.0.15.116/31,sys001_002_026,Server,,nic-05,10.0.15.117/31,Rack_07_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/13:0,10.0.15.118/31,sys001_002_027,Server,,nic-05,10.0.15.119/31,Rack_07_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/13:1,10.0.15.120/31,sys001_002_028,Server,,nic-05,10.0.15.121/31,Rack_07_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/14:0,10.0.15.122/31,sys001_002_029,Server,,nic-05,10.0.15.123/31,Rack_07_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/14:1,10.0.15.124/31,sys001_002_030,Server,,nic-05,10.0.15.125/31,Rack_07_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/15:0,10.0.15.126/31,sys001_002_031,Server,,nic-05,10.0.15.127/31,Rack_07_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/15:1,10.0.15.128/31,sys001_002_032,Server,,nic-05,10.0.15.129/31,Rack_07_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/16:0,10.0.15.130/31,sys001_002_033,Server,,nic-05,10.0.15.131/31,Rack_07_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/16:1,10.0.15.132/31,sys001_002_034,Server,,nic-05,10.0.15.133/31,Rack_07_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/17:0,10.0.15.134/31,sys001_002_035,Server,,nic-05,10.0.15.135/31,Rack_08_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/17:1,10.0.15.136/31,sys001_002_036,Server,,nic-05,10.0.15.137/31,Rack_08_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/18:0,10.0.15.138/31,sys001_002_037,Server,,nic-05,10.0.15.139/31,Rack_08_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/18:1,10.0.15.140/31,sys001_002_038,Server,,nic-05,10.0.15.141/31,Rack_08_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/19:0,10.0.15.142/31,sys001_002_039,Server,,nic-05,10.0.15.143/31,Rack_08_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/19:1,10.0.15.144/31,sys001_002_040,Server,,nic-05,10.0.15.145/31,Rack_08_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/20:0,10.0.15.146/31,sys001_002_041,Server,,nic-05,10.0.15.147/31,Rack_08_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/20:1,10.0.15.148/31,sys001_002_042,Server,,nic-05,10.0.15.149/31,Rack_08_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/21:0,10.0.15.150/31,sys001_002_043,Server,,nic-05,10.0.15.151/31,Rack_08_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/21:1,10.0.15.152/31,sys001_002_044,Server,,nic-05,10.0.15.153/31,Rack_08_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/22:0,10.0.15.154/31,sys001_002_045,Server,,nic-05,10.0.15.155/31,Rack_08_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/22:1,10.0.15.156/31,sys001_002_046,Server,,nic-05,10.0.15.157/31,Rack_08_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/23:0,10.0.15.158/31,sys001_002_047,Server,,nic-05,10.0.15.159/31,Rack_09_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/23:1,10.0.15.160/31,sys001_002_048,Server,,nic-05,10.0.15.161/31,Rack_09_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/24:0,10.0.15.162/31,sys001_002_049,Server,,nic-05,10.0.15.163/31,Rack_09_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/24:1,10.0.15.164/31,sys001_002_050,Server,,nic-05,10.0.15.165/31,Rack_09_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/25:0,10.0.15.166/31,sys001_002_051,Server,,nic-05,10.0.15.167/31,Rack_09_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/25:1,10.0.15.168/31,sys001_002_052,Server,,nic-05,10.0.15.169/31,Rack_09_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/26:0,10.0.15.170/31,sys001_002_053,Server,,nic-05,10.0.15.171/31,Rack_09_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/26:1,10.0.15.172/31,sys001_002_054,Server,,nic-05,10.0.15.173/31,Rack_09_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/27:0,10.0.15.174/31,sys001_002_055,Server,,nic-05,10.0.15.175/31,Rack_09_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/27:1,10.0.15.176/31,sys001_002_056,Server,,nic-05,10.0.15.177/31,Rack_09_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/28:0,10.0.15.178/31,sys001_002_057,Server,,nic-05,10.0.15.179/31,Rack_09_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/28:1,10.0.15.180/31,sys001_002_058,Server,,nic-05,10.0.15.181/31,Rack_09_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/29:0,10.0.15.182/31,sys001_002_059,Server,,nic-05,10.0.15.183/31,Rack_10_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/29:1,10.0.15.184/31,sys001_002_060,Server,,nic-05,10.0.15.185/31,Rack_10_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/30:0,10.0.15.186/31,sys001_002_061,Server,,nic-05,10.0.15.187/31,Rack_10_PoD_01
Leaf to Server,400G,leaf001_002_6,Leaf,,et-0/0/30:1,10.0.15.188/31,sys001_002_062,Server,,nic-05,10.0.15.189/31,Rack_10_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/0:0,10.0.15.190/31,sys001_003_001,Server,,nic-05,10.0.15.191/31,Rack_10_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/0:1,10.0.15.192/31,sys001_003_002,Server,,nic-05,10.0.15.193/31,Rack_10_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/1:0,10.0.15.194/31,sys001_003_003,Server,,nic-05,10.0.15.195/31,Rack_10_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/1:1,10.0.15.196/31,sys001_003_004,Server,,nic-05,10.0.15.197/31,Rack_10_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/2:0,10.0.15.198/31,sys001_003_005,Server,,nic-05,10.0.15.199/31,Rack_10_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/2:1,10.0.15.200/31,sys001_003_006,Server,,nic-05,10.0.15.201/31,Rack_10_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/3:0,10.0.15.202/31,sys001_003_007,Server,,nic-05,10.0.15.203/31,Rack_10_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/3:1,10.0.15.204/31,sys001_003_008,Server,,nic-05,10.0.15.205/31,Rack_10_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/4:0,10.0.15.206/31,sys001_003_009,Server,,nic-05,10.0.15.207/31,Rack_11_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/4:1,10.0.15.208/31,sys001_003_010,Server,,nic-05,10.0.15.209/31,Rack_11_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/5:0,10.0.15.210/31,sys001_003_011,Server,,nic-05,10.0.15.211/31,Rack_11_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/5:1,10.0.15.212/31,sys001_003_012,Server,,nic-05,10.0.15.213/31,Rack_11_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/6:0,10.0.15.214/31,sys001_003_013,Server,,nic-05,10.0.15.215/31,Rack_11_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/6:1,10.0.15.216/31,sys001_003_014,Server,,nic-05,10.0.15.217/31,Rack_11_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/7:0,10.0.15.218/31,sys001_003_015,Server,,nic-05,10.0.15.219/31,Rack_11_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/7:1,10.0.15.220/31,sys001_003_016,Server,,nic-05,10.0.15.221/31,Rack_11_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/8:0,10.0.15.222/31,sys001_003_017,Server,,nic-05,10.0.15.223/31,Rack_11_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/8:1,10.0.15.224/31,sys001_003_018,Server,,nic-05,10.0.15.225/31,Rack_11_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/9:0,10.0.15.226/31,sys001_003_019,Server,,nic-05,10.0.15.227/31,Rack_11_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/9:1,10.0.15.228/31,sys001_003_020,Server,,nic-05,10.0.15.229/31,Rack_11_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/10:0,10.0.15.230/31,sys001_003_021,Server,,nic-05,10.0.15.231/31,Rack_12_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/10:1,10.0.15.232/31,sys001_003_022,Server,,nic-05,10.0.15.233/31,Rack_12_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/11:0,10.0.15.234/31,sys001_003_023,Server,,nic-05,10.0.15.235/31,Rack_12_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/11:1,10.0.15.236/31,sys001_003_024,Server,,nic-05,10.0.15.237/31,Rack_12_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/12:0,10.0.15.238/31,sys001_003_025,Server,,nic-05,10.0.15.239/31,Rack_12_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/12:1,10.0.15.240/31,sys001_003_026,Server,,nic-05,10.0.15.241/31,Rack_12_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/13:0,10.0.15.242/31,sys001_003_027,Server,,nic-05,10.0.15.243/31,Rack_12_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/13:1,10.0.15.244/31,sys001_003_028,Server,,nic-05,10.0.15.245/31,Rack_12_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/14:0,10.0.15.246/31,sys001_003_029,Server,,nic-05,10.0.15.247/31,Rack_12_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/14:1,10.0.15.248/31,sys001_003_030,Server,,nic-05,10.0.15.249/31,Rack_12_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/15:0,10.0.15.250/31,sys001_003_031,Server,,nic-05,10.0.15.251/31,Rack_12_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/15:1,10.0.15.252/31,sys001_003_032,Server,,nic-05,10.0.15.253/31,Rack_12_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/16:0,10.0.16.2/31,sys001_003_033,Server,,nic-05,10.0.16.3/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/16:1,10.0.16.4/31,sys001_003_034,Server,,nic-05,10.0.16.5/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/17:0,10.0.16.6/31,sys001_003_035,Server,,nic-05,10.0.16.7/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/17:1,10.0.16.8/31,sys001_003_036,Server,,nic-05,10.0.16.9/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/18:0,10.0.16.10/31,sys001_003_037,Server,,nic-05,10.0.16.11/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/18:1,10.0.16.12/31,sys001_003_038,Server,,nic-05,10.0.16.13/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/19:0,10.0.16.14/31,sys001_003_039,Server,,nic-05,10.0.16.15/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/19:1,10.0.16.16/31,sys001_003_040,Server,,nic-05,10.0.16.17/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/20:0,10.0.16.18/31,sys001_003_041,Server,,nic-05,10.0.16.19/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/20:1,10.0.16.20/31,sys001_003_042,Server,,nic-05,10.0.16.21/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/21:0,10.0.16.22/31,sys001_003_043,Server,,nic-05,10.0.16.23/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/21:1,10.0.16.24/31,sys001_003_044,Server,,nic-05,10.0.16.25/31,Rack_13_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/22:0,10.0.16.26/31,sys001_003_045,Server,,nic-05,10.0.16.27/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/22:1,10.0.16.28/31,sys001_003_046,Server,,nic-05,10.0.16.29/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/23:0,10.0.16.30/31,sys001_003_047,Server,,nic-05,10.0.16.31/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/23:1,10.0.16.32/31,sys001_003_048,Server,,nic-05,10.0.16.33/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/24:0,10.0.16.34/31,sys001_003_049,Server,,nic-05,10.0.16.35/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/24:1,10.0.16.36/31,sys001_003_050,Server,,nic-05,10.0.16.37/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/25:0,10.0.16.38/31,sys001_003_051,Server,,nic-05,10.0.16.39/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/25:1,10.0.16.40/31,sys001_003_052,Server,,nic-05,10.0.16.41/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/26:0,10.0.16.42/31,sys001_003_053,Server,,nic-05,10.0.16.43/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/26:1,10.0.16.44/31,sys001_003_054,Server,,nic-05,10.0.16.45/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/27:0,10.0.16.46/31,sys001_003_055,Server,,nic-05,10.0.16.47/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/27:1,10.0.16.48/31,sys001_003_056,Server,,nic-05,10.0.16.49/31,Rack_14_PoD_01
Leaf to Server,400G,leaf001_003_6,Leaf,,et-0/0/28:0,10.0.16.50/31,sys001_003_057,Server,,nic-05,10.0.16.51/31,Rack_15_PoD_01
